video_id,comment_id,author,author_channel_url,like_count,published_at,updated_at,processed_text,channel,predicted_language,confidence_score
McfXsSFiY-4,Ugwnk-Oh5eHmfwN6qRV4AaABAg,@clorofilaazul,http://www.youtube.com/@clorofilaazul,0,2010-12-24 13:25:32+00:00,1970-01-01T00:00:00Z,"Funny, but not so funny as the author thinks....",Talks at Google,en,0.9924049973487854
McfXsSFiY-4,Ugx6sY0Vd04PtT1bIlV4AaABAg,@mirpaterska,http://www.youtube.com/@mirpaterska,0,2010-12-23 19:59:35+00:00,1970-01-01T00:00:00Z,"this may be funny for about a minute, or five, no more.",Talks at Google,en,0.9807418584823608
McfXsSFiY-4,UgxnzN7SEGM6_-H_zTt4AaABAg,@Ypthor,http://www.youtube.com/@Ypthor,0,2010-12-23 13:25:33+00:00,1970-01-01T00:00:00Z,"""...a conservative estimate of 200 million homes...""
An average of 34 people per home? Isn't that a bit too conservative?",Talks at Google,en,0.9275190830230712
McfXsSFiY-4,UgyUgjj6y0dl2kWD1Rh4AaABAg,@nicawarrior1,http://www.youtube.com/@nicawarrior1,0,2010-12-23 07:55:56+00:00,1970-01-01T00:00:00Z,I want the same SHIT this guy is taking... it must be some good stuff!!!!,Talks at Google,en,0.994201958179474
McfXsSFiY-4,UgyNUr5bA3qfHZEiJCN4AaABAg,@MichaelWacht,http://www.youtube.com/@MichaelWacht,0,2010-12-23 04:23:31+00:00,1970-01-01T00:00:00Z,@srushaggs Also the milk and cookies are used as raw materials by the self-assembling presents.  ,Talks at Google,en,0.9707680940628052
McfXsSFiY-4,UgwzXnN8YWErxhpfCnB4AaABAg,@MichaelWacht,http://www.youtube.com/@MichaelWacht,0,2010-12-23 04:22:16+00:00,1970-01-01T00:00:00Z,"I think Gregory gets something wrong.

Originally the supplemental Santas  did go through the wormhole, but that has since changed.  Instead it is just the self-assembling presents.  By making assumptions based on the information that has been gathered on what the child wants, as well as what the parents have already purchased, they are able to determine what present to send. It works nearly 97% of the time, which is great but explains why there are still disappointed kids on Christmas.",Talks at Google,en,0.9943464398384094
McfXsSFiY-4,Ugx0y0qAEHvH263W2UF4AaABAg,@Icispanit,http://www.youtube.com/@Icispanit,0,2010-12-22 23:49:25+00:00,1970-01-01T00:00:00Z,@Jarudin I personally laughed when i read the title.  Don't know about you though.,Talks at Google,en,0.9933130145072936
Ga2HKZ7QnkA,UgzSHLc_GYE91eir6eB4AaABAg,@audreymereu,http://www.youtube.com/@audreymereu,0,2010-12-26 00:41:32+00:00,1970-01-01T00:00:00Z,This made my day! Hilarious!,Talks at Google,en,0.9927191734313964
Ga2HKZ7QnkA,UgydmMsEL28Ws_A0_Gx4AaABAg,@DogAmongMen,http://www.youtube.com/@DogAmongMen,0,2010-12-22 00:46:27+00:00,1970-01-01T00:00:00Z,Yes! The aerosol cans! I thought I had imagined it..,Talks at Google,en,0.9901934266090392
XKhEftIGIrw,Ugw5EDGjY_GLamz3oiR4AaABAg,@rachiti,http://www.youtube.com/@rachiti,0,2010-12-21 11:46:58+00:00,1970-01-01T00:00:00Z,The google guy should've just shut up and let Mario keep talking.  He obviously didn't listen to a word Mario said since the first question he asks when he gets back to the podium is the answer Mario gave in his introduction!  It's an awesome app though.  If I ever get money for a 'nice' phone I want that app...then I can drool over Mario and his food all day long ;),Talks at Google,en,0.9926491379737854
3OoFtgDbTvY,Ugy1yysHlXLwEAoQpj14AaABAg,@heoTheo,http://www.youtube.com/@heoTheo,0,2010-12-13 14:32:56+00:00,1970-01-01T00:00:00Z,Very intresting talk could someone advise me to watch something else? Please dont direct me to the figures this speaker talk about in the first 10 minutes. I already searching them. :) ,Talks at Google,en,0.9934654831886292
0Z7tOLkBbDc,UgzOAsbC9Yt96KwV7tJ4AaABAg,@mzhukov,http://www.youtube.com/@mzhukov,7,2010-11-30 20:25:36+00:00,1970-01-01T00:00:00Z,The talk was conferenced in with some other Google locales. Those people were watching through videoconferencing technology involving a little camera on top of the screens you cannot see. The people in this room could see the power point; the people in the other locations could see the powerpoint and the speaker. It would have been nice though (I agree) to have the pics available for everyone . . .  ,Talks at Google,en,0.9912593960762024
0Z7tOLkBbDc,UgzfOM8-kJ87q8R1SH54AaABAg,@Gordoux,http://www.youtube.com/@Gordoux,4,2010-11-30 06:25:24+00:00,1970-01-01T00:00:00Z,"Really weird setting for a talk. What´s the point of the dude sitting and reading, trying not to fall asleep on the back? Not happy with a dude, at the end, another dude shows up!
The talk is basically describing photographs, that we can´t see. To me it means that Google think nobody watches this talks any way.
The talk was interesting, it would have been more interesting if I could have seen the photographs.",Talks at Google,en,0.9940874576568604
0Z7tOLkBbDc,Ugyq0DWkcfxG26c4_154AaABAg,@MarkoKraguljac,http://www.youtube.com/@MarkoKraguljac,3,2010-11-30 03:31:28+00:00,1970-01-01T00:00:00Z,Fascinating :),Talks at Google,en,0.9740570783615112
9hf31xOhchY,Ugx7BGZUDFDJIqPgF2p4AaABAg,@mschribr,http://www.youtube.com/@mschribr,0,2010-12-27 10:48:43+00:00,1970-01-01T00:00:00Z,"@eugdog106 Solving chess will have no practical effect on playing the game because the solution will require memorizing over 5,000 moves. Both players also need to play perfectly.",Talks at Google,en,0.9939133524894714
9hf31xOhchY,UgyJkBJSjDYga8emYgl4AaABAg,@maderosergio,http://www.youtube.com/@maderosergio,1,2010-12-02 21:23:48+00:00,1970-01-01T00:00:00Z,"Great vid. I´ll keep his last words: ""We are underperformed. We have to take risks!"". Then we´ll move forward. Great words Gary!",Talks at Google,en,0.9917632341384888
9hf31xOhchY,UgysXQo-MGy1LLpfmWd4AaABAg,@mschribr,http://www.youtube.com/@mschribr,0,2010-12-01 15:07:14+00:00,1970-01-01T00:00:00Z,"Chess will be solved to same degree as checkers. Checkers was weakly solved, meaning only from the start position. 10^120 is the number of games, is irrelevant. The number of legal positions, 10^47 is key. 10^47 is much smaller than 10^120. To weakly solve chess we need to look at even fewer positions. In 50 years, we will be able to distribute the problem to 100 million 100 petaflop cell phones on the internet. After 20 more years, chess will be solved in the weak sense.",Talks at Google,en,0.9663212895393372
9hf31xOhchY,Ugz2o-33iIkzavK6NMN4AaABAg,@GMGC,http://www.youtube.com/@GMGC,0,2010-12-01 01:22:25+00:00,1970-01-01T00:00:00Z,Excellent interview. The only thing is at the beginning they wrote PRESETS.  HEY GOOGLERS DID YOU MEAN: PRESENTS  SEARCH!,Talks at Google,en,0.9918992519378662
9hf31xOhchY,UgwZ4HcTYA2KpTRPZIJ4AaABAg,@rebharath,http://www.youtube.com/@rebharath,0,2010-11-30 21:23:53+00:00,1970-01-01T00:00:00Z,concerning poker and computers - i think von neuman did some interesting work on this back in the day.,Talks at Google,en,0.9245723485946656
9hf31xOhchY,UgwSIiyfMqTvSxHeZHd4AaABAg,@whylomward,http://www.youtube.com/@whylomward,0,2010-11-30 17:45:13+00:00,1970-01-01T00:00:00Z,"Kasparov is full of wit, warmth and some sparkling insights.  The smarmy arrogance of his 2 interviewers made my skin crawl.  Fortunately, they have little to say in this video.",Talks at Google,en,0.991397738456726
9hf31xOhchY,Ugy5c9c3IXA5pw4mQa14AaABAg,@DavosJamos,http://www.youtube.com/@DavosJamos,0,2010-11-23 03:19:31+00:00,1970-01-01T00:00:00Z,Gary Kasparov doesn't even seem to know Internet Poker exists. You can't see people's faces at all and yet nobody can create a decent profitable bot despite massive financial incentives that don't exist in chess.,Talks at Google,en,0.9446631669998168
9hf31xOhchY,UgwQyNCOh4LpR2W0QDl4AaABAg,@amondry,http://www.youtube.com/@amondry,1,2010-11-19 13:24:07+00:00,1970-01-01T00:00:00Z,One of the greatest people alive today.,Talks at Google,en,0.9427562952041626
qspa3ljf-LE,UgzL-RS7pHtEFfWNabl4AaABAg,@ThisSentenceIsFalse,http://www.youtube.com/@ThisSentenceIsFalse,0,2010-11-20 02:16:03+00:00,1970-01-01T00:00:00Z,Imagine having a real life conversation with Miller.  I can't imagine being able to keep up with his incredibly brilliant mind.,Talks at Google,en,0.9927911758422852
qspa3ljf-LE,Ugx1Oo23sW7pNM5R5Jd4AaABAg,@zeffii,http://www.youtube.com/@zeffii,0,2010-11-19 20:32:41+00:00,1970-01-01T00:00:00Z,thank you for this talk!  :),Talks at Google,en,0.97998309135437
eCWR0A3iziE,UgxbDj47VuatW2nZv214AaABAg,@i0c0u,http://www.youtube.com/@i0c0u,1,2010-11-21 13:33:37+00:00,1970-01-01T00:00:00Z,What a great and interesting lecture! Thank you Google!,Talks at Google,en,0.9924426674842834
eCWR0A3iziE,UgxMdv3pOrobUTktc154AaABAg,@MrBnowak,http://www.youtube.com/@MrBnowak,1,2010-11-18 18:01:02+00:00,1970-01-01T00:00:00Z,"04:43 I was always wondering if we would removed all technologies from Human but leaving them the knowledge, how long it would take them to re-create it.
Even manufacturing tools would be tricky without tools....",Talks at Google,en,0.9806617498397828
X1PtStipIsc,UgzwRDKW0Bm5pmUyXIR4AaABAg,@MarkoKraguljac,http://www.youtube.com/@MarkoKraguljac,1,2010-11-15 03:54:11+00:00,1970-01-01T00:00:00Z,"Absolutely brilliant. Finally someone is openly talking about obvious things that are intentionally thrown under carpet 24/7. And talking at Google is giving this lecture a very promising note.
If Mr Médaille needs any sort of assistant who works for free, I am applying.",Talks at Google,en,0.9931060671806335
zAZVpsd2Nao,UgyUeJaMRIwvf3sX48J4AaABAg,@AsSomedayItMayHappen,http://www.youtube.com/@AsSomedayItMayHappen,0,2010-12-12 02:21:45+00:00,1970-01-01T00:00:00Z,I hope this man is just a researcher and not a practicing doctor. What a stupid presentation. ,Talks at Google,en,0.9864352345466614
