video_id,comment_id,author,author_channel_url,like_count,published_at,updated_at,processed_text,channel,predicted_language,confidence_score
ginQNMiRu2w,Ugz8Q9X6H5H4HEnRgQh4AaABAg,@foofeo,http://www.youtube.com/@foofeo,0,2011-12-31 21:31:56+00:00,1970-01-01T00:00:00Z,"@imashmix odd not for me, I had to go back like 10 pages to see it",Talks at Google,en,0.9910422563552856
ginQNMiRu2w,UgyLMQtcRGcY4elq-YB4AaABAg,@thewizardsbaker1,http://www.youtube.com/@thewizardsbaker1,0,2011-12-31 20:56:14+00:00,1970-01-01T00:00:00Z,@kiusap You would perceive that punch to cause pain which your brain would then register as pain. Similar to tactile hallucinations experienced by individuals with schizophrenia. ,Talks at Google,en,0.9337784647941588
ginQNMiRu2w,UgyjWcT3xEm01PvJ_gt4AaABAg,@jrtrauben,http://www.youtube.com/@jrtrauben,0,2011-12-31 20:15:27+00:00,1970-01-01T00:00:00Z,"@killermicrobe Love the idea, but No. The movie does not ""behave"" in a manner that would change between real and dream worlds.",Talks at Google,en,0.9915758967399596
ginQNMiRu2w,UgxzTnpRYgMTEeE4_NN4AaABAg,@p1ckersgill,http://www.youtube.com/@p1ckersgill,0,2011-12-31 18:18:42+00:00,1970-01-01T00:00:00Z,The girl at 34:47 is checking for elephants...,Talks at Google,en,0.9026586413383484
ginQNMiRu2w,UgyjmUokMk1WDcI108t4AaABAg,@KevinGong_UCB,http://www.youtube.com/@KevinGong_UCB,0,2011-12-31 18:16:18+00:00,1970-01-01T00:00:00Z,"""excelerated""",Talks at Google,en,0.9559852480888368
ginQNMiRu2w,Ugwyu-bN-1C_XG6xC7p4AaABAg,@xgk3000,http://www.youtube.com/@xgk3000,0,2011-12-31 18:07:50+00:00,1970-01-01T00:00:00Z,this guy is an inception ,Talks at Google,en,0.978878617286682
ginQNMiRu2w,UgzuMNLleBsoEEDTD154AaABAg,@curterd123,http://www.youtube.com/@curterd123,0,2011-12-31 17:49:06+00:00,1970-01-01T00:00:00Z,"@sid7vicious

I wouldn't say mad, just quite passionate... like really really passionate.",Talks at Google,en,0.9929057359695436
ginQNMiRu2w,UgxZ-DY_vRCcFiY3su14AaABAg,@turlumful,http://www.youtube.com/@turlumful,0,2011-12-31 17:42:59+00:00,1970-01-01T00:00:00Z,This movie just implanted an idea in my mind. It is inceptioning all its viewers.,Talks at Google,en,0.9934760928153992
ginQNMiRu2w,Ugx_3bfB_KOZUN2vzo54AaABAg,@Sid7Vicious,http://www.youtube.com/@Sid7Vicious,0,2011-12-31 16:54:12+00:00,1970-01-01T00:00:00Z,WOAH HES MAD !,Talks at Google,hi,0.9583660960197448
ginQNMiRu2w,Ugz6ROkQDci2kGBGFp94AaABAg,@Emberstrife,http://www.youtube.com/@Emberstrife,0,2011-12-31 15:37:07+00:00,1970-01-01T00:00:00Z,"@redcups21 Fisher was the reason they went into Limbo - he was shot and died on the spot. Saito bled out and died. I think the reason Ariadne and Fisher rode one layer up was because the Snow Fortress is Eames' dream - once Eames, Ariadne and Fisher exited the dream, it collapsed. By the time Cobb liberated Saito, all of the dreams up to the ""real world"" had collapsed (as the ""hosts"" of each dream had woken up), so they had no ""higher layer"" to wake up into, only the real world.",Talks at Google,en,0.9495651721954346
